"ID","HASH","NAME_USA","NAME_EUR","NAME_JAP","GENRE","DEVELOPER","YEAR","PLAYERS"
"44168","0x7616afdb","X the Ball","X the Ball","X the Ball","?","?","19XX","1"
"44171","0x52488533","Xtrial Racing","Xtrial Racing","Xtrial Racing","?","?","19XX","1"
"44174","0x37f25b06","XX Mission","XX Mission","XX Mission","?","?","19XX","2"
"44175","0x44f1814e","Xybots","Xybots","Xybots","?","?","19XX","2"
"44175","0x65fb4237","Xybots","Xybots","Xybots","?","?","19XX","2"
"44175","0x12fc72a1","Xybots","Xybots","Xybots","?","?","19XX","2"
"44175","0xdc9d963e","Xybots","Xybots","Xybots","?","?","19XX","2"
"44175","0xab9aa6a8","Xybots","Xybots","Xybots","?","?","19XX","2"
"44176","0x6aa31193","Xing Yun Man Guan","Xing Yun Man Guan","Xing Yun Man Guan","?","?","19XX","1"
"44176","0x943906cb","Xing Yun Man Guan","Xing Yun Man Guan","Xing Yun Man Guan","?","?","19XX","1"
"44176","0x4f599e91","Xing Yun Man Guan","Xing Yun Man Guan","Xing Yun Man Guan","?","?","19XX","1"
"44177","0xdfe78630","Xyonix","Xyonix","Xyonix","?","?","19XX","2"
"44179","0x99c1efbb","Yamato","Yamato","Yamato","?","?","19XX","2"
"44179","0x46ff15e6","Yamato","Yamato","Yamato","?","?","19XX","2"
"44180","0xde0c0d40","Yam! Yam!?","Yam! Yam!?","Yam! Yam!?","?","?","19XX","2"
"44180","0x524f9a4b","Yam! Yam!?","Yam! Yam!?","Yam! Yam!?","?","?","19XX","2"
"44181","0xadd15689","Mahjong Yarunara","Mahjong Yarunara","Mahjong Yarunara","?","?","19XX","1"
"44182","0xe8711ff","Yes","Yes","No Sinri Tokimeki Chart","?","?","19XX","2"
"44183","0xe510ad08","Yie Ar Kung-Fu","Yie Ar Kung-Fu","Yie Ar Kung-Fu","?","?","1985","2"
"44183","0x14eb2692","Yie Ar Kung-Fu","Yie Ar Kung-Fu","Yie Ar Kung-Fu","?","?","1985","2"
"44183","0x600fde47","Yie Ar Kung-Fu","Yie Ar Kung-Fu","Yie Ar Kung-Fu","?","?","1985","2"
"44184","0xfd148c67","Yosaku To Donbei","Yosaku To Donbei","Yosaku To Donbei","?","?","19XX","2"
"44184","0xf27efc","Yosaku To Donbei","Yosaku To Donbei","Yosaku To Donbei","?","?","19XX","2"
"44185","0x3a6b8c97","Mahjong Yoshimoto Gekijou","Mahjong Yoshimoto Gekijou","Mahjong Yoshimoto Gekijou","?","?","19XX","1"
"44186","0x589dd1f3","Youjyuden","Youjyuden","Youjyuden","?","?","19XX","2"
"44187","0xe0825e5d","Yu-Jan","Yu-Jan","Yu-Jan","?","?","19XX","1"
"44188","0x41c60223","Yu-Ka","Yu-Ka","Yu-Ka","?","?","19XX","1"
"44189","0x7fc319e4","Yukon","Yukon","Yukon","?","?","19XX","1"
"44189","0x24c40acf","Yukon","Yukon","Yukon","?","?","19XX","1"
"44190","0x6e235f0c","Yumefuda [BET]","Yumefuda [BET]","Yumefuda [BET]","?","?","19XX","1"
"44191","0xf31cb704","Yuuyu no Quiz de GO!GO!","Yuuyu no Quiz de GO!GO!","Yuuyu no Quiz de GO!GO!","?","?","19XX","2"
"44193","0xab71049c","Zarya Vostoka","Zarya Vostoka","Zarya Vostoka","?","?","19XX","2"
"44194","0x100970a6","Zaviga","Zaviga","Zaviga","?","?","19XX","2"
"44194","0x7bae48ae","Zaviga","Zaviga","Zaviga","?","?","19XX","2"
"44198","0x1917e0e8","Zero Gunner","Zero Gunner","Zero Gunner","?","?","19XX","2"
"44198","0xeac33aa9","Zero Gunner","Zero Gunner","Zero Gunner","?","?","19XX","2"
"44199","0x194b5f95","Zero Hour","Zero Hour","Zero Hour","?","?","19XX","2"
"44200","0x542a67fd","Zero Point","Zero Point","Zero Point","?","?","19XX","2"
"44200","0x10813a4d","Zero Point","Zero Point","Zero Point","?","?","19XX","2"
"44200","0x8753e3c5","Zero Point","Zero Point","Zero Point","?","?","19XX","2"
"44201","0xd98d1acb","Zero Point 2","Zero Point 2","Zero Point 2","?","?","19XX","2"
"44202","0xb557cad4","Zero Team USA","Zero Team USA","Zero Team USA","?","?","19XX","1"
"44202","0x5b6493a7","Zero Team USA","Zero Team USA","Zero Team USA","?","?","19XX","1"
"44202","0x9b30cc53","Zero Team USA","Zero Team USA","Zero Team USA","?","?","19XX","1"
"44202","0xadb5e8c4","Zero Team USA","Zero Team USA","Zero Team USA","?","?","19XX","1"
"44202","0x4f7d2dca","Zero Team USA","Zero Team USA","Zero Team USA","?","?","19XX","1"
"44202","0xd6747c70","Zero Team USA","Zero Team USA","Zero Team USA","?","?","19XX","1"
"44202","0xa1734ce6","Zero Team USA","Zero Team USA","Zero Team USA","?","?","19XX","1"
"44202","0x3f17d945","Zero Team USA","Zero Team USA","Zero Team USA","?","?","19XX","1"
"44202","0xbcc45c82","Zero Team USA","Zero Team USA","Zero Team USA","?","?","19XX","1"
"44202","0x546df905","Zero Team USA","Zero Team USA","Zero Team USA","?","?","19XX","1"
"44202","0x4ed7367c","Zero Team USA","Zero Team USA","Zero Team USA","?","?","19XX","1"
"44203","0xd0faa643","Zero Target","Zero Target","Zero Target","?","?","19XX","2"
"44203","0x86ed5277","Zero Target","Zero Target","Zero Target","?","?","19XX","2"
"44204","0xd1574b9f","Zero Wing","Zero Wing","Zero Wing","?","?","19XX","2"
"44205","0xc9be8edc","Zero Zone","Zero Zone","Zero Zone","?","?","19XX","2"
"44206","0xaa282385","Mobile Suit Z-gundam - A.e.u.g. Vs Titans","Mobile Suit Z-gundam - A.e.u.g. Vs Titans","Mobile Suit Z-gundam - A.e.u.g. Vs Titans","?","?","19XX","1"
"44207","0x54eff66c","Mobile Suit Z-gundam - A.e.u.g. Vs Titans Dx","Mobile Suit Z-gundam - A.e.u.g. Vs Titans Dx","Mobile Suit Z-gundam - A.e.u.g. Vs Titans Dx","?","?","19XX","1"
"44209","0x6f722e2","Zing Zing Zip","Zing Zing Zip","Zing Zing Zip","?","?","19XX","2"
"44211","0x2798fee6","Zip & Zap","Zip & Zap","Zip And Zap","?","?","19XX","2"
"44213","0x3c93223f","Zoar","Zoar","Zoar","?","?","19XX","2"
"44214","0x1a38c39a","Zodiack","Zodiack","Zodiack","?","?","19XX","2"
"44216","0x90b206d9","Zombie Raid","Zombie Raid","Zombie Raid","?","?","19XX","2"
"44216","0x46f6660f","Zombie Raid","Zombie Raid","Zombie Raid","?","?","19XX","2"
"44216","0xd4f2acf4","Zombie Raid","Zombie Raid","Zombie Raid","?","?","19XX","2"
"44217","0x99962958","Zombie Revenge","Zombie Revenge","Zombie Revenge","?","?","19XX","2"
"44218","0x7814b357","Zoo","Zoo","Zoo","?","?","19XX","1"
"44219","0x1cd7fcb6","Zoo Keeper","Zoo Keeper","Zoo Keeper","?","?","19XX","2"
"44219","0x38cb7f48","Zoo Keeper","Zoo Keeper","Zoo Keeper","?","?","19XX","2"
"44219","0x4fcc4fde","Zoo Keeper","Zoo Keeper","Zoo Keeper","?","?","19XX","2"
"44221","0x339d7050","Zorton Brothers","Zorton Brothers","Zorton Brothers","?","?","19XX","1"
"44222","0x1c43b2ea","Zunzunkyou No Yabou","Zunzunkyou No Yabou","Zunzunkyou No Yabou","?","?","19XX","2"
"44224","0x6e092a31","Zwackery","Zwackery","Zwackery","?","?","19XX","1"
"44225","0x95cc0e7a","Zzyzzyxx","Zzyzzyxx","Zzyzzyxx","?","?","19XX","2"
"44225","0x50bd0440","Zzyzzyxx","Zzyzzyxx","Zzyzzyxx","?","?","19XX","2"
"44225","0xfdda8c06","Zzyzzyxx","Zzyzzyxx","Zzyzzyxx","?","?","19XX","2"
"44225","0xf34bc1b4","Zzyzzyxx","Zzyzzyxx","Zzyzzyxx","?","?","19XX","2"
"44226","0xb746c32","Kishin Douji Zenki - Tenchi Meidou","Kishin Douji Zenki - Tenchi Meidou","Kishin Douji Zenki - Tenchi Meidou","?","?","1996","1"
"44227","0x417645c2","Kishin Kourinden Oni","Kishin Kourinden Oni","Kishin Kourinden Oni","?","?","1994","1"
"44228","0xc0070679","Kiteretsu Daihyakka - Choujikuu Sugoroku","Kiteretsu Daihyakka - Choujikuu Sugoroku","Kiteretsu Daihyakka - Choujikuu Sugoroku","?","?","1995","1"
"44230","0x7fcfdadd","Konpeki no Kantai","Konpeki no Kantai","Konpeki no Kantai","?","?","1995","1"
"44231","0x1b742fc4","Kouryaku Casino Bar","Kouryaku Casino Bar","Kouryaku Casino Bar","?","?","1995","4"
"44232","0xd1faca03","Kouryuu no Mimi","Kouryuu no Mimi","Kouryuu no Mimi","?","?","1995","1"
"44233","0x9e3478f8","Koushien 2","Koushien 2","Koushien 2","?","?","1992","1"
"44234","0xe933486e","Koushien 3","Koushien 3","Koushien 3","?","?","1994","4"
"44235","0x7757ddcd","Koushien 4","Koushien 4","Koushien 4","?","?","1995","1"
"44236","0x14469ab2","Kousoku Shikou Shougi Ou","Kousoku Shikou Shougi Ou","Kousoku Shikou Shougi Ou","?","?","1995","2"
"44237","0xdf91035a","Koutetsu no Kishi","Koutetsu no Kishi","Koutetsu no Kishi","?","?","1993","1"
"44238","0xc312ea91","Koutetsu no Kishi 2 - Sabaku no Rommel Gundan","Koutetsu no Kishi 2 - Sabaku no Rommel Gundan","Koutetsu no Kishi 2 - Sabaku no Rommel Gundan","?","?","1994","1"
"44239","0xef19cb83","Koutetsu no Kishi 3 - Gekitotsu Europe Sensen","Koutetsu no Kishi 3 - Gekitotsu Europe Sensen","Koutetsu no Kishi 3 - Gekitotsu Europe Sensen","?","?","1995","1"
"44240","0x9f16dfe6","Kuusou Kagaku Sekai Gulliver Boy","Kuusou Kagaku Sekai Gulliver Boy","Kuusou Kagaku Sekai Gulliver Boy","?","?","1996","2"
"44241","0x8f1b7e37","4 PAK All Action","4 PAK All Action","4 PAK All Action","?","?","1985","2"
"44243","0x64e4c5a6","Color & Switch Test","Color & Switch Test","Color And Switch Test","?","?","19XX","1"
"44244","0x4022c3c4","Comical Machine Gun Joe","Comical Machine Gun Joe","Machine Gun Joe","?","?","1986","1"
"44244","0x69301aa9","Comical Machine Gun Joe","Comical Machine Gun Joe","Machine Gun Joe","?","?","1986","1"
"44245","0x493c43ff","Cyborg Z","Cyborg Z","Cyborg Z","?","?","1991","1"
"44246","0xa517c1df","Dallyeora Pigu-Wang","Dallyeora Pigu-Wang","Dallyeora Pigu-Wang","?","?","1995","2"
"44247","0xf6be753","Dinobasher Starring Bignose the Caveman","Dinobasher Starring Bignose the Caveman","Dinobasher Starring Bignose the Caveman","?","?","1993","1"
"44248","0xe118d232","The Dinosaur Dooley","The Dinosaur Dooley","Dinosaur Dooley, The","?","?","1991","1"
"44248","0xb37eef7d","The Dinosaur Dooley","The Dinosaur Dooley","Dinosaur Dooley, The","?","?","1991","1"
"44249","0xc0585cb1","Loretta no Shouzou","Loretta no Shouzou","Loretta No Shouzou - Sherlock Holmes","?","?","1987","1"
"44249","0xd3fe7f9e","Loretta no Shouzou","Loretta no Shouzou","Loretta No Shouzou - Sherlock Holmes","?","?","1987","1"
"44251","0xf5f6c8c4","Eagles 5","Eagles 5","Eagles 5","?","?","1990","1"
"44252","0x8e31bd4b","Jang Pung 3","Jang Pung 3","Jang Pung 3","?","?","1994","2"
"44253","0xd09a9f39","Home Alone","Home Alone","Home Alone","?","?","1993","1"
"44254","0x35575ca2","Gaegujangi Ggachi","Gaegujangi Ggachi","Gaegujangi Ggachi","?","?","1993","1"
"44254","0x876571d8","Gaegujangi Ggachi","Gaegujangi Ggachi","Gaegujangi Ggachi","?","?","1993","1"
"44255","0x4437aae0","Wonsiin","Wonsiin","Wonsiin","?","?","1991","1"
"44256","0xd4e020d9","F-1 Spirit - The Way to Formula-1","F-1 Spirit - The Way to Formula-1","F-1 Spirit - The Way to Formula-1","?","?","1987","1"
"44257","0xd0ac6632","FA Tetris","FA Tetris","FA Tetris","?","?","1990","1"
"44257","0xc92ede8a","FA Tetris","FA Tetris","FA Tetris","?","?","1990","1"
"44258","0xf1903c3f","Flashpoint","Flashpoint","Flashpoint","?","?","1990","1"
"44259","0x5d3c7770","Fushigi no Oshiro Pit Pot","Fushigi no Oshiro Pit Pot","Fushigi no Oshiro Pit Pot","?","?","1985","1"
"44260","0x63d0591f","Running Battle","Running Battle","Running Battle","?","?","1991","1"
"44261","0x4e822d13","Pat Riley Basketball","Pat Riley Basketball","Pat Riley Basketball","?","?","1989","2"
"44262","0xc5abd0bb","Penguin Adventure","Penguin Adventure","Penguin Adventure","?","?","19XX","1"
"44263","0x6484b25e","NBA Jam","NBA Jam","NBA Jam","?","?","1994","2"
"44264","0x230d5a21","Nekkyuu Koushien","Nekkyuu Koushien","Nekkyuu Koushien","?","?","1988","2"
"44264","0xbf1223ba","Nekkyuu Koushien","Nekkyuu Koushien","Nekkyuu Koushien","?","?","1988","2"
"44265","0x578f6877","Nemesis","Nemesis","Nemesis","?","?","1987","1"
"44266","0xd4e3d5fa","Nemesis 2","Nemesis 2","Nemesis 2","?","?","1987","1"
"44268","0xf1ef7deb","Tensai Bakabon","Tensai Bakabon","Tensai Bakabon","?","?","1988","1"
"44269","0xfeead88a","The Three Dragon Story","The Three Dragon Story","Three Dragon Story, The","?","?","1989","1"
"44270","0xe2d2791f","Toto World 3","Toto World 3","Toto World 3","?","?","1993","1"
"44273","0x5b55d45d","Mahjong Sengoku Jidai","Mahjong Sengoku Jidai","Mahjong Sengoku Jidai","?","?","1987","1"
"44273","0x3bcc608","Mahjong Sengoku Jidai","Mahjong Sengoku Jidai","Mahjong Sengoku Jidai","?","?","1987","1"
"44274","0x4db67f07","Masters of Combat","Masters of Combat","Masters of Combat","?","?","1993","2"
"44275","0xf8cd2b16","Megumi Rescue","Megumi Rescue","Megumi Rescue","?","?","1988","1"
"44277","0x5e167972","Sangokushi 3","Sangokushi 3","Sangokushi 3","?","?","19XX","2"
"44277","0x2d47efb","Sangokushi 3","Sangokushi 3","Sangokushi 3","?","?","19XX","2"
"44278","0xc956b93c","Satellite 7","Satellite 7","Satellite 7","?","?","1985","2"
"44279","0xd50d6781","Sega World Tournament Golf","Sega World Tournament Golf","Sega World Tournament Golf","?","?","1993","4"
"44280","0xda797fc8","Sky Jaguar","Sky Jaguar","Sky Jaguar","?","?","19XX","1"
"44281","0x1784f3c","Sonic's Edusoft","Sonic's Edusoft","Sonic's Edusoft","?","?","19XX","1"
"44282","0xb3d25554","Sports Pad Football","Sports Pad Football","Sports Pad Soccer","?","?","1987","2"
"44282","0x8a7cafa3","Sports Pad Football","Sports Pad Football","Sports Pad Soccer","?","?","1987","2"
"44283","0x1d4fd474","Street Master","Street Master","Street Master","?","?","1992","2"
"44284","0x2bfb76a8","Suho Cheonsa","Suho Cheonsa","Suho Cheonsa","?","?","1994","1"
"44284","0xfd7348a3","Suho Cheonsa","Suho Cheonsa","Suho Cheonsa","?","?","1994","1"
"44285","0xbc93c56c","Sukeban Deka II - Shoujo Tekkamen Densetsu","Sukeban Deka II - Shoujo Tekkamen Densetsu","Sukeban Deka 2 - Shoujo Tekkamen Densetsu","?","?","1987","1"
"44285","0x6bb7fd1f","Sukeban Deka II - Shoujo Tekkamen Densetsu","Sukeban Deka II - Shoujo Tekkamen Densetsu","Sukeban Deka 2 - Shoujo Tekkamen Densetsu","?","?","1987","1"
"44286","0xe4d6f47e","Super Basketball","Super Basketball","Super Basketball","?","?","19XX","1"
"44288","0x2b035cfd","Super Off Road","Super Off Road","Super Off Road","?","?","1992","2"
"44289","0x62d1fa5a","Super Racing","Super Racing","Super Racing","?","?","1988","1"
"44290","0xaa78cc86","Super Space Invaders","Super Space Invaders","Super Space Invaders","?","?","1991","2"
"44290","0xa4c923d","Super Space Invaders","Super Space Invaders","Super Space Invaders","?","?","1991","2"
"44291","0x9c487faa","Last Bible III","Last Bible III","Last Bible III","?","?","1995","1"
"44292","0x729ac424","Leading Company","Leading Company","Leading Company","?","?","1993","1"
"44293","0xa2d5fb10","Leading Jockey","Leading Jockey","Leading Jockey","?","?","1994","2"
"44294","0x7c07b92","Leading Jockey 2","Leading Jockey 2","Leading Jockey 2","?","?","1995","2"
"44299","0xfd129e98","Libble Rabble","Libble Rabble","Libble Rabble","?","?","1994","2"
"44300","0xb9deec6e","Light Fantasy","Light Fantasy","Light Fantasy","?","?","1992","1"
"44301","0x3da04e23","Light Fantasy II","Light Fantasy II","Light Fantasy II","?","?","1995","1"
"44302","0x4f35a96a","Little Master - Nijiiro no Maseki","Little Master - Nijiiro no Maseki","Little Master - Nijiiro no Maseki","?","?","1995","1"
"44304","0xda553fad","Logos Panic Goaisatsu","Logos Panic Goaisatsu","Logos Panic Goaisatsu","?","?","1995","2"
"44306","0x1d5e47a4","Lupin Sansei - Densetsu no Hihou o Oe!","Lupin Sansei - Densetsu no Hihou o Oe!","Lupin Sansei - Densetsu no Hihou o Oe!","?","?","1994","1"
"44307","0x147bcf1e","Zaitaku Touhyou System - SPAT4-Wide","Zaitaku Touhyou System - SPAT4-Wide","Zaitaku Touhyou System - SPAT4-Wide","?","?","1999","1"
"44307","0xde5d4ad6","Zaitaku Touhyou System - SPAT4-Wide","Zaitaku Touhyou System - SPAT4-Wide","Zaitaku Touhyou System - SPAT4-Wide","?","?","1999","1"
"44308","0x99045bf7","Zakuro no Aji","Zakuro no Aji","Zakuro no Aji","?","?","1995","1"
"44309","0x274891be","Zan II Spirits","Zan II Spirits","Zan 2 Spirits","?","?","1992","1"
"44310","0x3f438d1d","Zan III Spirits","Zan III Spirits","Zan 3 Spirits","?","?","1994","1"
"44311","0x2a3cafb","Zenkoku Juudan Ultra Shinri Game","Zenkoku Juudan Ultra Shinri Game","Zenkoku Juudan Ultra Shinri Game","?","?","1995","1"
"44312","0xb6a8fe46","Zenkoku Koukou Soccer","Zenkoku Koukou Soccer","Zenkoku Koukou Soccer","?","?","1994","2"
"44313","0x85dcf256","Zenkoku Koukou Soccer 2","Zenkoku Koukou Soccer 2","Zenkoku Koukou Soccer 2","?","?","1995","2"
"44314","0x6cb7614e","Zero 4 Champ RR","Zero 4 Champ RR","Zero 4 Champ RR","?","?","1994","4"
"44315","0xeedfe80f","Zico Soccer","Zico Soccer","Zico Soccer","?","?","1994","1"
"44316","0x5d6470e6","Zool: Ninja of the 'Nth' Dimension","Zool: Ninja of the 'Nth' Dimension","Zool no Yume Bouken","?","?","1994","1"
"44316","0x35d2ba15","Zool: Ninja of the 'Nth' Dimension","Zool: Ninja of the 'Nth' Dimension","Zool no Yume Bouken","?","?","1994","1"
"44316","0x3886b3b8","Zool: Ninja of the 'Nth' Dimension","Zool: Ninja of the 'Nth' Dimension","Zool no Yume Bouken","?","?","1994","1"
"44317","0xa7901543","Zootto Mahjong!","Zootto Mahjong!","Zootto Mahjong!","?","?","1998","1"
"44328","0x72a3db54","awbios","awbios","awbios","?","?","19XX","2"
"44330","0x7ae666b9","U.F.O. Kamen Yakisoban - Kettler no Kuroi Inbou","U.F.O. Kamen Yakisoban - Kettler no Kuroi Inbou","U.F.O. Kamen Yakisoban - Kettler no Kuroi Inbou","?","?","1994","1"
"44331","0x84335d42","Uchuu Race - Astro Go! Go!","Uchuu Race - Astro Go! Go!","Uchuu Race - Astro Go! Go!","?","?","1994","2"
"44332","0x506eaab3","Ultima - Kyouryuu Teikoku","Ultima - Kyouryuu Teikoku","Ultima - Kyouryuu Teikoku","?","?","1995","8"
"44334","0x745908b8","Ultra Baseball Jitsumei Ban 2","Ultra Baseball Jitsumei Ban 2","Ultra Baseball Jitsumei Ban 2","?","?","1994","2"
"44335","0x35e382e","Ultra Baseball Jitsumei Ban 3","Ultra Baseball Jitsumei Ban 3","Ultra Baseball Jitsumei Ban 3","?","?","1995","1"
"44336","0x177295d4","Ultra League - Moero! Soccer Daikessen!!","Ultra League - Moero! Soccer Daikessen!!","Ultra League - Moero! Soccer Daikessen!!","?","?","1995","2"
"44337","0xe5bd88ea","Ultra Seven","Ultra Seven","Ultra Seven","?","?","1993","2"
"44338","0xe417843f","Umi no Nushi Tsuri","Umi no Nushi Tsuri","Umi no Nushi Tsuri","?","?","1996","1"
"44339","0xec7b37fa","Umizuri Meijin - Suzuki Hen","Umizuri Meijin - Suzuki Hen","Umizuri Meijin - Suzuki Hen","?","?","1994","1"
"44341","0x68002d5c","Ushio to Tora","Ushio to Tora","Ushio to Tora","?","?","1993","1"
"44342","0xd2a2204d","[BIOS] CX4","[BIOS] CX4","[BIOS] CX4","?","?","19XX","1"
"44343","0x1b700941","[BIOS] DSP1","[BIOS] DSP1","[BIOS] DSP1","?","?","19XX","1"
"44344","0x4b10ce3e","[BIOS] DSP1 B","[BIOS] DSP1 B","[BIOS] DSP1 B","?","?","19XX","1"
"44345","0x827958fb","[BIOS] DSP2","[BIOS] DSP2","[BIOS] DSP2","?","?","19XX","1"
"44346","0xf57e686d","[BIOS] DSP3","[BIOS] DSP3","[BIOS] DSP3","?","?","19XX","1"
"44347","0x6b1afdce","[BIOS] DSP4","[BIOS] DSP4","[BIOS] DSP4","?","?","19XX","1"
"44348","0x560b170b","[BIOS] SGB-CPU","[BIOS] SGB-CPU","[BIOS] SGB-CPU","?","?","19XX","1"
"44349","0xf2db6625","[BIOS] ST010","[BIOS] ST010","[BIOS] ST010","?","?","19XX","1"
"44350","0x85dc56b3","[BIOS] ST011","[BIOS] ST011","[BIOS] ST011","?","?","19XX","1"
"44351","0xfc00ee17","[BIOS] ST018","[BIOS] ST018","[BIOS] ST018","?","?","19XX","1"
"44352","0xe525fedc","Oda Nobunaga - Haou no Gundan","Oda Nobunaga - Haou no Gundan","Oda Nobunaga - Haou no Gundan","?","?","1993","1"
"44353","0x7cf590c4","Oekaki Logic 2","Oekaki Logic 2","Oekaki Logic 2","?","?","1999","1"
"44354","0x5663f8ee","Okamoto Ayako to Match Play Golf - Ko Olina Golf C","Okamoto Ayako to Match Play Golf - Ko Olina Golf C","Okamoto Ayako To Match Play Golf - Ko Olina Golf Club In Hawaii","?","?","1994","1"
"44355","0x33d60f95","Olivia no Mystery","Olivia no Mystery","Olivia no Mystery","?","?","1994","1"
"44356","0xd9d0212c","Ongaku Tsukuru Kanadeeru","Ongaku Tsukuru Kanadeeru","Ongaku Tsukuru Kanadeeru","?","?","1996","1"
"44357","0xfe4c038b","Onizuka Katsuya Super Virtual Boxing - Shin Kentou","Onizuka Katsuya Super Virtual Boxing - Shin Kentou","Onizuka Katsuya Super Virtual Boxing - Shin Kentou Ou Densetsu","?","?","1993","1"
"44358","0x796312d4","Oonita Atsushi FMW","Oonita Atsushi FMW","Oonita Atsushi FMW","?","?","1993","2"
"44359","0x926457f9","Oozumou Spirits","Oozumou Spirits","Oozumou Spirits","?","?","1992","2"
"44360","0x936d1994","Oraga Land Shusai - Best Farmer Shuukakusai","Oraga Land Shusai - Best Farmer Shuukakusai","Oraga Land Shusai - Best Farmer Shuukakusai","?","?","1995","2"
"44361","0xc096452b","Othello World","Othello World","Othello World","?","?","1992","2"
"44362","0x622ffddf","Otoboke Ninja Colosseum","Otoboke Ninja Colosseum","Otoboke Ninja Colosseum","?","?","1995","4"
"44363","0x3bba105e","Otogirisou","Otogirisou","Otogirisou","?","?","1992","1"
"44365","0x6850bd14","Yadamon - Wonderland Dreams","Yadamon - Wonderland Dreams","Yadamon - Wonderland Dreams","?","?","1993","1"
"44366","0xcf883a2b","Yakouchuu","Yakouchuu","Yakouchuu","?","?","1995","1"
"44367","0x71b74c7b","Yam Yam","Yam Yam","Yam Yam","?","?","1995","1"
"44368","0x7c80056a","Yokoyama Mitsuteru Sangokushi","Yokoyama Mitsuteru Sangokushi","Yokoyama Mitsuteru Sangokushi","?","?","1992","2"
"44369","0xb7ceb64e","Yokoyama Mitsuteru Sangokushi 2","Yokoyama Mitsuteru Sangokushi 2","Yokoyama Mitsuteru Sangokushi 2","?","?","1993","2"
"44370","0x6f4d23a7","Yokoyama Mitsuteru Sangokushi Bangi - Sugoroku Eiy","Yokoyama Mitsuteru Sangokushi Bangi - Sugoroku Eiy","Yokoyama Mitsuteru Sangokushi Bangi - Sugoroku Eiyuu-ki","?","?","1994","1"
"44371","0x25d54217","Yokozuna Monogatari","Yokozuna Monogatari","Yokozuna Monogatari","?","?","1994","1"
"44373","0xb01d6d0d","Youkai Buster - Ruka no Daibouken","Youkai Buster - Ruka no Daibouken","Youkai Buster - Ruka no Daibouken","?","?","1995","1"
"44374","0xdc26dbd7","Ys V - Expert","Ys V - Expert","Ys V - Expert","?","?","1996","1"
"44375","0x3100e2cd","Yu Yu Hakusho 2 - Kakutou no Shou","Yu Yu Hakusho 2 - Kakutou no Shou","Yu Yu Hakusho 2 - Kakutou no Shou","?","?","1994","2"
"44376","0x9e0defa6","Yume Maboroshi no Gotoku","Yume Maboroshi no Gotoku","Yume Maboroshi no Gotoku","?","?","1993","1"
"44378","0x74fc04dd","Yuujin Janjuu Gakuen","Yuujin Janjuu Gakuen","Yuujin Janjuu Gakuen","?","?","1993","1"
"44379","0xe2c3ec60","Yuujin Janjuu Gakuen 2","Yuujin Janjuu Gakuen 2","Yuujin Janjuu Gakuen 2","?","?","1994","1"
"44380","0x94ef40ff","Yuujin no Furi Furi Girls","Yuujin no Furi Furi Girls","Yuujin no Furi Furi Girls","?","?","1994","4"
"44382","0x7e705be2","Yuuyu no Quiz de Go! Go!","Yuuyu no Quiz de Go! Go!","Yuuyu no Quiz de Go! Go!","?","?","1992","2"
"44387","0xe1f02f78","Night Warriors/Vampire Hunter - Darkstalkers' Revenge","Night Warriors/Vampire Hunter - Darkstalkers' Revenge","Night Warriors/Vampire Hunter - Darkstalkers' Revenge","?","?","1995","2"
"44387","0x8de697aa","Night Warriors/Vampire Hunter - Darkstalkers' Revenge","Night Warriors/Vampire Hunter - Darkstalkers' Revenge","Night Warriors/Vampire Hunter - Darkstalkers' Revenge","?","?","1995","2"
"44387","0x14efc610","Night Warriors/Vampire Hunter - Darkstalkers' Revenge","Night Warriors/Vampire Hunter - Darkstalkers' Revenge","Night Warriors/Vampire Hunter - Darkstalkers' Revenge","?","?","1995","2"
"44387","0xf43a2f0e","Night Warriors/Vampire Hunter - Darkstalkers' Revenge","Night Warriors/Vampire Hunter - Darkstalkers' Revenge","Night Warriors/Vampire Hunter - Darkstalkers' Revenge","?","?","1995","2"
"44387","0x973c43d7","Night Warriors/Vampire Hunter - Darkstalkers' Revenge","Night Warriors/Vampire Hunter - Darkstalkers' Revenge","Night Warriors/Vampire Hunter - Darkstalkers' Revenge","?","?","1995","2"
"44387","0xbb931130","Night Warriors/Vampire Hunter - Darkstalkers' Revenge","Night Warriors/Vampire Hunter - Darkstalkers' Revenge","Night Warriors/Vampire Hunter - Darkstalkers' Revenge","?","?","1995","2"
"44387","0x8b1cf3dd","Night Warriors/Vampire Hunter - Darkstalkers' Revenge","Night Warriors/Vampire Hunter - Darkstalkers' Revenge","Night Warriors/Vampire Hunter - Darkstalkers' Revenge","?","?","1995","2"
"44387","0x88a8befb","Night Warriors/Vampire Hunter - Darkstalkers' Revenge","Night Warriors/Vampire Hunter - Darkstalkers' Revenge","Night Warriors/Vampire Hunter - Darkstalkers' Revenge","?","?","1995","2"
"44387","0xa876ce9","Night Warriors/Vampire Hunter - Darkstalkers' Revenge","Night Warriors/Vampire Hunter - Darkstalkers' Revenge","Night Warriors/Vampire Hunter - Darkstalkers' Revenge","?","?","1995","2"
"44387","0x11a1ef41","Night Warriors/Vampire Hunter - Darkstalkers' Revenge","Night Warriors/Vampire Hunter - Darkstalkers' Revenge","Night Warriors/Vampire Hunter - Darkstalkers' Revenge","?","?","1995","2"
"44465","0xdb3ccac","Missing In Action","Missing In Action","Missing In Action","?","?","1989","1"
